Phase,Script Step,Step,Component,Display Text,Display Image,Video Play,Kai Script 1,Kai Script 2,Kai Feedback Script - Correct,Kai Feedback Script - Wrong,Transition Script,Knowledge point
Phase 2 - Knowledge Discovery,5 · DISCOVERY — COUNTRY + 人,聚焦知识点「英国人」,CMP-10 · 图文卡片,"[顶标] Student Interaction 1
【汉字】 我是英国人
【拼音】 [待补: 拼音]
[英文] Not",,,我是英国人。 英国人。 Screen shows UK flag / map.,Your turn — try it.,Good — keep that in mind.,Not quite — try once more.,Screen shows UK flag / map.,Word: 英国
Phase 2 - Knowledge Discovery,5 · DISCOVERY — COUNTRY + 人__2,聚焦知识点「美国人」,CMP-10 · 图文卡片,"[顶标] Student Interaction 1
【汉字】 她是美国人
【拼音】 [待补: 拼音]
[英文] Not",,,她是美国人。 Screen shows US flag / map.,Your turn — try it.,Good — keep that in mind.,Not quite — try once more.,Screen shows US flag / map.,Word: 美国
Phase 2 - Knowledge Discovery,5 · DISCOVERY — COUNTRY + 人__3,聚焦知识点「中国人」,CMP-10 · 图文卡片,"[顶标] Student Interaction 1
【汉字】 他是中国人
【拼音】 [待补: 拼音]
[英文] Not",,,他是中国人。 Screen shows China flag / map.,Your turn — try it.,Good — keep that in mind.,Not quite — try once more.,Screen shows China flag / map.,Word: 中国 / 美国 / 英国
Phase 2 - Knowledge Discovery,5 · DISCOVERY — COUNTRY + 人,发现构词规律,CMP-13 · 单项选择,"【焦点】 人
【题目】 What do you think 人 is doing here?
【A】 Asking a question
【B】 Talking about a person from that country
【C】 Saying goodbye
【答案】 B",,,The same character appears every time. What do you think 人 is doing here?,What do you think 人 is doing here?,Exactly.,Not quite — try once more.,What do you think 人 is doing here?,SocialExpression: classroom rapport
Phase 2 - Knowledge Discovery,5 · DISCOVERY — COUNTRY + 人,句型规律识别,CMP-11 · 句型观察,"[顶标] Pattern
【例句】 人 → 中国人
【例句】 人 → 美国人
【例句】 人 → 英国人",,,Country + 人.,Country + 人.,Good — keep that in mind.,Not quite — try once more.,Let's keep going.,Word: 中国 / 美国 / 英国
Phase 2 - Knowledge Discovery,6 · PRACTICE — BUILD THE COUNTRY WORDS,构建「中国人」,CMP-12 · 词块造句,"【题目】 Let's try to build
【字块】 中国，人
【答案】 中国人",,,Let's try. Screen shows China. Student builds: 中国 + 人 Student says: 中国人 Kai: 中国人。,Build the question.,Good — keep that in mind.,Not quite — try once more.,Student builds: 中国 + 人 Student says: 中国人 Kai: 中国人。,Word: 中国
Phase 2 - Knowledge Discovery,6 · PRACTICE — BUILD THE COUNTRY WORDS__2,构建「美国人」,CMP-12 · 词块造句,"【题目】 Build the word for America.
【字块】 美国，人
【答案】 美国人",,,Your turn — build it.,Build the question.,Good — keep that in mind.,Not quite — try once more.,Student builds: 美国 + 人 Student says: 美国人 Kai: 美国人。,Word: 美国
Phase 2 - Knowledge Discovery,6 · PRACTICE — BUILD THE COUNTRY WORDS__3,构建「英国人」,CMP-12 · 词块造句,"【题目】 Build the word for UK.
【字块】 英国，人
【答案】 英国人",,,Your turn — build it.,Build the question.,Good — keep that in mind.,Not quite — try once more.,Now use it.,Word: 英国
Phase 2 - Knowledge Discovery,7 · USE BEFORE MEMORY — WHERE ARE YOU FROM?,对话练习：说出自己的国籍,CMP-15 · 角色扮演对话,"[场景] Role play
[顶标] Role Play
【{NPC名}】 [待补: 老师台词]
【user】 [待补: 学生台词]
…",,,Got it. 😄 我是____人。我是中国人。 You just said where you are from in Chinese.,Your turn — say the line on the screen.,Excellent.,Try the line on the screen.,You just said where you are from in Chinese.,Word: 哪国 / 中国 / 美国 / 英国
Phase 2 - Knowledge Discovery,7 · USE BEFORE MEMORY — WHERE ARE YOU FROM?,指人说「他是英国人」,CMP-24 · 单轮情境口语作答,"【题目】 [待补: 任务说明]
【词块】 [待补: 词块汉字]
NA
【高亮】 [待补: 高亮字]
【答案】 [待补: 期望表达]",,,Tom is from the UK. Say it.,Your turn — try it.,Good — keep that in mind.,Not quite — try once more.,Say it.,Word: 英国
Phase 2 - Knowledge Discovery,7 · USE BEFORE MEMORY — WHERE ARE YOU FROM?__2,指人说「她是美国人」,CMP-24 · 单轮情境口语作答,"【题目】 [待补: 任务说明]
【词块】 [待补: 词块汉字]
NA
【高亮】 [待补: 高亮字]
【答案】 [待补: 期望表达]",,,Emma is from America.,Your turn — try it.,Good — keep that in mind.,Not quite — try once more.,Let's keep going.,Word: 美国
Phase 2 - Knowledge Discovery,7 · USE BEFORE MEMORY — WHERE ARE YOU FROM?__3,指人说「她也是美国人」,CMP-24 · 单轮情境口语作答,"【题目】 [待补: 任务说明]
【词块】 [待补: 词块汉字]
NA
【高亮】 [待补: 高亮字]
【答案】 [待补: 期望表达]",,,Kai shows Anna. Kai: Anna is also from America Student: 她也是美国人,Your turn — try it.,Good — keep that in mind.,Not quite — try once more.,Kai: Anna is also from America Student: 她也是美国人,Word: 美国
Phase 2 - Knowledge Discovery,7 · USE BEFORE MEMORY — WHERE ARE YOU FROM?__4,指人说「他是中国人」,CMP-24 · 单轮情境口语作答,"【题目】 [待补: 任务说明]
【词块】 [待补: 词块汉字]
NA
【高亮】 [待补: 高亮字]
【答案】 [待补: 期望表达]",,,Jayden is from China. 好！ You can now talk about where other people are from too.,Your turn — try it.,Good — keep that in mind.,Not quite — try once more.,好！ You can now talk about where other people are from too.,Word: 中国 / 哪国
Phase 2 - Knowledge Discovery,8 · DISCOVERY — ASK ABOUT HIM / HER,迁移：用他/她问国籍,CMP-13 · 单项选择,"【焦点】 他
【题目】 他是___？
【A】 他是哪国人？
【B】 他叫什么名字？
【C】 他是老师吗？
【答案】 A",,,You can ask you. But what if we ask about him? 他是哪国人？,But what if we ask about him?,Exactly.,Not quite — try once more.,Now ask about her.,Word: 哪国
Phase 2 - Knowledge Discovery,8 · DISCOVERY — ASK ABOUT HIM / HER,词块造句 / 句型建构,CMP-12 · 词块造句,"【题目】 Build: 她是哪国人？
【字块】 她，是，哪国人
【答案】 她是哪国人？",,,Now ask about her.,Build the question.,Perfect.,Not quite — try once more.,Now you can use them in a new question.,Word: 哪国
Phase 2 - Knowledge Discovery,9 · CONTEXT STORY — IS SHE YOUR FRIEND?,情境回放聚焦目标知识点,CMP-03 · 视频播放,NA,,,Listen again — Tom says: 她是你的朋友吗？,,,,Freeze. Keep that line in mind.,Word: 朋友 / 我的 / 你的
Phase 2 - Knowledge Discovery,9 · CONTEXT STORY — IS SHE YOUR FRIEND?,探索「朋友」含义,CMP-13 · 单项选择,"【焦点】 [待补: 焦点词]
【题目】 她是你的朋友吗？
【A】 Is she your teacher?
【B】 Is she your friend?
【C】 Is she from China?
【答案】 B",,,她 是 吗 So this is a question. What is the teacher asking? Is she your friend?,What is the teacher asking?,Exactly.,Not quite — look at Tom and Emma together.,朋友 means friend.,Word: 中国 / 朋友 / 你的
Phase 2 - Knowledge Discovery,10 · DISCOVERY — 的,发现「的」表所属,CMP-13 · 单项选择,"【焦点】 的.
【题目】 What do you think 的 is doing?
【A】 Shows who someone belongs or connects to
【B】 Makes a…
【C】 NA
【答案】 [待补: A|B|C|D]",,,"你 = you 我 = I / me 学生拖： 我的朋友，, 你的朋友 Now look: 你的 我的 Something changed. What do you think 的 is doing?",What do you think 的 is doing?,Good — keep that in mind.,Not quite — look at Tom and Emma together.,What do you think 的 is doing?,Word: 朋友 / 我的 / 你的 / 他的
Phase 2 - Knowledge Discovery,10 · DISCOVERY — 的,词块造句 / 句型建构,CMP-12 · 词块造句,"【题目】 Build: 他的，她的
【字块】 他，她，的
【答案】 他的，她的",,,Your turn — build it.,Build the question.,You found it.,Not quite — try once more.,Let's keep going.,Word: 我的 / 你的 / 他的 / 她的
Phase 2 - Knowledge Discovery,11 · DISCOVERY — 朋友,探索「朋友」含义,CMP-13 · 单项选择,"【焦点】 朋友
【题目】 What do you think 朋友 means?
【A】 Teacher…
【B】 NA
【C】 NA
【答案】 [待补: A|B|C|D]",,,Tom and Emma know each other. They study together. You already know: 同学 Emma is Tom's 同学.,What do you think 朋友 means?,Good — keep that in mind.,Not quite — look at Tom and Emma together.,What do you think 朋友 means?,Word: 朋友 / 我的
Phase 2 - Knowledge Discovery,11 · DISCOVERY — 朋友,听音跟读目标句,CMP-08 · 听音跟读,"【汉字】 [待补: 汉字]
【拼音】 [待补: 拼音]
[重读] NA",,,Emma is Tom's classmate. She is also his friend.,Listen and repeat: it.,Good.,Not yet — listen again: it.,Emma is Tom's classmate. She is also his friend.,Word: 朋友
Phase 2 - Knowledge Discovery,12 · PATTERN DISCOVERY,"归纳""是+我的/你的/他的/她的+朋友""句型",CMP-07 · 句型学习,"[顶标] Pattern
【左侧】 她是我的朋友。
【右侧】 [PERSON] + 是 + [MY/YOUR/HIS/HER] + 朋友
【符号】 +
【高亮】 是",,,Look at the pattern.,,,,PERSON + 是 + 我的/你的/他的/她的 + 朋友,Word: 朋友 / 我的 / 你的
Phase 2 - Knowledge Discovery,12 · PATTERN DISCOVERY,指人说「她是我的朋友」,CMP-24 · 单轮情境口语作答,"【题目】 [待补: 任务说明]
【词块】 [待补: 词块汉字]
NA
【高亮】 [待补: 高亮字]
【答案】 [待补: 期望表达]",,,Emma is my friend.,Your turn — try it.,Good — keep that in mind.,Not quite — try once more.,Let's keep going.,Word: 朋友 / 我的
Phase 2 - Knowledge Discovery,12 · PATTERN DISCOVERY__2,指人说「他是我的朋友」,CMP-24 · 单轮情境口语作答,"【题目】 [待补: 任务说明]
【词块】 [待补: 词块汉字]
NA
【高亮】 [待补: 高亮字]
【答案】 [待补: 期望表达]",,,Jayden is my friend.,Your turn — try it.,Good — keep that in mind.,Not quite — try once more.,Let's keep going.,Word: 朋友 / 我的 / 你的
Phase 2 - Knowledge Discovery,12 · PATTERN DISCOVERY__3,指人说「不是他不是我的朋友」,CMP-24 · 单轮情境口语作答,"【题目】 [待补: 任务说明]
【词块】 [待补: 词块汉字]
NA
【高亮】 [待补: 高亮字]
【答案】 [待补: 期望表达]",,,他是你的朋友吗？ You can say yes. You can say no.,Your turn — try it.,Good — keep that in mind.,Not quite — try once more.,You can say no.,Word: 朋友 / 我的 / 你的
Phase 2 - Knowledge Discovery,13 · PRACTICE — COUNTRY + FRIEND,综合练习：询问姓名、国籍、确认朋友关系,CMP-11 · 句型观察,"[顶标] Pattern
【例句】 [待补: 例句]",,,Now you know how to ask where someone is from. Let's go and meet your new friends. Some students have just arrived at the International Chinese School.,Can you help welcome them?,Good — keep that in mind.,Not quite — try once more.,Start by…,Word: 朋友 / 你的 / 中国 / 哪国
Phase 3 - Performance Mission,15 · MISSION READY,明确任务目标,CMP-18 · AI Mission Setup,"【任务标题】 this mission
[目标] Ask people if they are Kai.
[目标] Ask people if they are Kai.
[开始按钮] START MISSION",,,You know what to say. But do you understand the story now? Let's find out.,But do you understand the story now?,Good — keep that in mind.,Not quite — try once more.,Let's find out.,Word: 朋友 / 你的 / 中国 / 美国
Phase 3 - Performance Mission,16 · THE WO HUI MOMENT — STORY REPLAY,观看开场故事,CMP-03 · 视频播放,NA,,,Remember the story from the beginning? Watch again.,,,,Pause.,Word: 中国 / 朋友 / 哪国
Phase 3 - Performance Mission,17 · REAL-WORLD PERFORMANCE MISSION — MEET FRIENDS FROM AROUND THE WORLD,探索「朋友」含义,CMP-13 · 单项选择,"【焦点】 [待补: 焦点词]
【题目】 [待补: 题干]
【A】 NA
【B】 NA
【C】 NA
【答案】 [待补: A|B|C|D]",,,Mission Build Our International Class board Story Kai 😊 Our classroom is getting ready for international day.,Can you help me finish it?,Good — keep that in mind.,Not quite — look at Tom and Emma together.,Friend?,Word: 朋友
Phase 4 - Ending Summary,18 · TODAY YOU CAN,总结与收获,CMP-21 · 关键表达回顾-句,"[标题] Key Takeaways
【句】 [待补: 条目]
…",,,Today You Can ✓ Ask someone's name.,,,,Let's keep going.,Word: 朋友 / 哪国
Phase 4 - Ending Summary,19 · WO HUI MOMENT & KEY TAKEAWAYS,总结与收获,CMP-26 · 关键表达回顾-词,"[标题] Key Takeaways
【词】 [待补: 条目]
…",,,"Today, you used Chinese to meet people from around the world.",,,,Let's keep going.,Word: 哪国 / 中国 / 美国 / 英国
